5,4.089e-13,6.443e-13,1.09e-12,6.435e-13,6.872e-13
50,5.82e-13,7.582e-13,1.956e-12,8.567e-13,2.22e-12
500,5.728e-13,3.436e-13,0.00377,4.536e-13,9.709e-13
5000,1.449e-13,8.504e-14,0.5006,2.649e-14,1.541e-11
50000,1.401e-11,2.465e-13,0.9325,2.575e-13,6.657e-13
