5,6.07e-12,9.564e-12,1.618e-11,9.553e-12,1.02e-11
50,6.014e-11,7.836e-11,2.022e-10,8.854e-11,2.295e-10
500,3.858e-10,2.314e-10,2.539,3.055e-10,6.54e-10
5000,9.212e-10,5.409e-10,3184,1.684e-10,9.804e-08
50000,8.903e-07,1.566e-08,59260,1.636e-08,4.231e-08
