5,0.0006164,0.006614,0.0006104,0.003583,0.004319
50,0.0009152,0.01133,0.002695,0.002074,0.003927
500,0.001651,0.02464,0.004744,0.003615,0.005419
5000,0.0036,0.05553,0.005047,0.006352,0.006046
50000,0.008029,0.1117,0.005223,0.01164,0.006501
